DURG_CLASS,REPORTING_PERIOD,YOA,CURRENCY_CODE,IW Total Premium Paid,Total Claims Paid,Total Claims Outstandings,Total Claims Incurred,Catastrophe Paid,Catastrophe Incurred,Large Loss Paid,Large Loss Incurred,Non-Cat Incurred
DURG_9,2018Q01,2005,CCY_1,14465665.98,-8321587.801,-1041.9759,-8322629.777,-1075338.401,-1075338.401,0,0,-7247291.375
DURG_4,2014Q02,2009,CCY_2,6522542.276,-2829084.789,-1307.59002,-2830392.379,0,0,0,0,-2830392.379
DURG_10,2013Q04,2008,CCY_2,761308.6827,-389473.841,-7877.0469,-397350.8879,0,0,0,0,-397350.8879
DURG_10,2012Q01,2006,CCY_2,743835.2055,-60478.9416,-586.5,-61065.4416,0,0,0,0,-61065.4416
DURG_10,2010Q01,2006,CCY_2,743835.2055,-58196.31879,-6095.0253,-64291.34409,0,0,0,0,-64291.34409
DURG_1,2017Q04,2014,CCY_1,76725576.99,-44023743.52,-1179007.355,-45202750.87,-272808.7742,-272808.7742,0,0,-44929942.1
DURG_7,2012Q03,2003,CCY_1,24853578.08,-26028643.59,-1570.5297,-26030214.12,-12864109.09,-12864109.09,0,0,-13166105.03
DURG_4,2011Q01,2003,CCY_2,3257037.241,-290260.762,0,-290260.762,0,0,0,0,-290260.762
DURG_10,2014Q04,2010,CCY_3,1391181.566,-707617.0241,-37779.69075,-745396.7149,0,0,0,0,-745396.7149
DURG_7,2020Q04,2008,CCY_2,5210524.064,-5026419.309,0,-5026419.309,0,0,0,0,-5026419.309
DURG_6,2017Q01,2017,CCY_2,432289.338,0,0,0,0,0,0,0,0
DURG_6,2019Q02,2000,CCY_1,30783800.49,-19360932.16,0,-19360932.16,-380348.1356,-380348.1356,0,0,-18980584.02
DURG_9,2008Q02,2007,CCY_2,45432527.46,-8663209.564,-12420549.01,-21083758.57,0,0,0,0,-21083758.57
DURG_6,2009Q03,2003,CCY_3,32600930.12,-8976459.93,-175346.21,-9151806.14,-1651798.26,-1755242.327,-1135015.152,-1135015.152,-7396563.813
DURG_10,2010Q03,2001,CCY_1,5168828.664,-4500420.467,-268.78122,-4500689.248,-2869191.947,-2869191.947,0,0,-1631497.302
DURG_2,2015Q04,2010,CCY_1,2622502.704,-1259365.046,-11961.60885,-1271326.655,-1259365.421,-1271327.03,0,0,0.37536
DURG_6,2015Q02,2015,CCY_3,1632920.444,0,-1589848.717,-1589848.717,0,0,0,0,-1589848.717
DURG_7,2012Q04,2012,CCY_2,10894203.45,-1724127.634,-4287688.002,-6011815.636,0,0,0,0,-6011815.636
DURG_10,2019Q03,2019,CCY_1,4390787.512,-398335.0232,-7647718.667,-8046053.69,-268807.0847,-7820379.622,0,0,-225674.0682
DURG_6,2014Q03,2004,CCY_2,6667465.253,-2677451.994,0,-2677451.994,-28551.71148,-28551.71148,0,0,-2648900.283
DURG_7,2014Q03,2009,CCY_2,6487912.254,-5441453.301,-55864.125,-5497317.426,0,0,0,0,-5497317.426
DURG_9,2017Q04,2012,CCY_2,76925318.57,-70837516.33,-2092394.491,-72929910.82,-3106687.943,-3132760.8,-5017028.564,-5017028.564,-69797150.02
DURG_5,2010Q02,2006,CCY_1,13419315.37,-5431940.036,-441613.0576,-5873553.094,0,0,0,0,-5873553.094
DURG_10,2016Q02,2011,CCY_1,9000633.348,-1878032.94,-9219.51021,-1887252.451,0,0,0,0,-1887252.451
DURG_4,2020Q01,2016,CCY_2,6059407.612,-12089799.9,-219492.6749,-12309292.57,-10976785.12,-11196026.1,0,0,-1113266.476
DURG_6,2003Q04,2000,CCY_3,6353834.988,-2843564.794,-374775.846,-3218340.64,-239060.5436,-550392.9838,0,0,-2667947.656
DURG_9,2019Q02,2006,CCY_1,19324987.28,-10697121.79,0,-10697121.79,0,0,-2078064.208,-2078064.208,-10697121.79
DURG_3,2015Q04,2008,CCY_1,19400570.29,-14325768.39,-22235.02437,-14348003.42,-42951.52986,-42951.52986,0,0,-14305051.89
DURG_1,2020Q02,2010,CCY_1,84878407,-85016253.55,-22.85004,-85016276.4,-7295316.013,-7295316.013,-10633062.07,-10633062.07,-77720960.39
DURG_6,2012Q02,2000,CCY_2,698595.575,-393978.1844,-647.27313,-394625.4576,0,0,0,0,-394625.4576
DURG_8,2018Q03,2008,CCY_1,11190929.7,0,0,0,0,0,0,0,0
DURG_8,2008Q03,2004,CCY_3,309562.043,-33.94662,0,-33.94662,0,0,0,0,-33.94662
DURG_10,2010Q02,2005,CCY_3,2235218.818,-830362.4772,-79364.58177,-909727.059,0,0,0,0,-909727.059
DURG_10,2006Q02,2000,CCY_3,1134549.881,-827626.4547,-38878.99116,-866505.4459,0,0,0,0,-866505.4459
DURG_5,2013Q01,2004,CCY_1,9676168.553,-2495315.076,-82540.66695,-2577855.743,0,0,0,0,-2577855.743
DURG_9,2012Q03,2005,CCY_1,14456043.41,-8375134.922,-71492.88375,-8446627.806,-1075338.401,-1075338.401,0,0,-7371289.405
DURG_8,2007Q03,2007,CCY_3,128789.1596,0,0,0,0,0,0,0,0
DURG_10,2007Q01,2003,CCY_2,981359.8582,-354113.4862,-10349.7309,-364463.2171,-128.68983,-128.68983,0,0,-364334.5273
DURG_8,2020Q04,2006,CCY_3,240183.7146,0,0,0,0,0,0,0,0
DURG_2,2019Q04,2000,CCY_3,281579.4125,-19122.38676,0,-19122.38676,0,0,0,0,-19122.38676
DURG_3,2005Q02,2001,CCY_1,10777867.89,-7958529.228,-278830.487,-8237359.715,-191110.5089,-191110.5089,0,0,-8046249.206
DURG_4,2015Q01,2002,CCY_2,2403299.337,0,0,0,0,0,0,0,0
DURG_10,2018Q01,2001,CCY_1,5169293.055,-4491918.364,0,-4491918.364,-2868922.121,-2868922.121,0,0,-1622996.242
DURG_6,2013Q04,2011,CCY_3,11572141.64,-6251165.828,-1745074.164,-7996239.993,-2523.67431,-2523.67431,-934049.5307,-1445047.955,-7993716.319
DURG_6,2010Q04,2007,CCY_3,15244543.41,-4050228.088,-2195212.938,-6245441.025,-310931.8255,-310932.4354,0,0,-5934508.59
DURG_8,2019Q03,2009,CCY_3,858351.0431,0,0,0,0,0,0,0,0
DURG_8,2010Q04,2008,CCY_1,11759743.21,0,0,0,0,0,0,0,0
DURG_1,2009Q04,2009,CCY_1,50887552.43,-5466393.486,-5640043.186,-11106436.67,0,0,0,0,-11106436.67
DURG_1,2013Q03,2011,CCY_1,77800955.2,-54565757.22,-27159376.91,-81725134.14,-14217916.61,-19295776.82,-5888274.361,-20170049.06,-62429357.32
DURG_9,2011Q04,2002,CCY_3,21945354.39,-15382185.88,-584880.0987,-15967065.98,-40899.35463,-40899.35463,-1997589.065,-1997589.065,-15926166.62
DURG_7,2004Q04,2004,CCY_2,2443281.394,-500374.9383,-302596.2529,-802971.1912,0,0,0,0,-802971.1912
DURG_1,2020Q01,2006,CCY_1,109603071.9,-55020861.54,-1834.74795,-55022696.29,-37760.50047,-37760.67642,-5609094.414,-5609094.414,-54984935.61
DURG_9,2018Q02,2017,CCY_2,81006290.07,-22657957.13,-29595550.34,-52253507.47,0,0,0,0,-52253507.47
DURG_9,2003Q01,2000,CCY_1,1864592.589,-1383824.193,-163586.5096,-1547410.703,0,0,0,0,-1547410.703
DURG_10,2019Q02,2002,CCY_3,2505291.031,-3757316.099,-4611.30933,-3761927.409,-2493900.074,-2493900.074,0,0,-1268027.334
DURG_8,2017Q01,2016,CCY_1,5583940.754,0,0,0,0,0,0,0,0
DURG_10,2012Q02,2011,CCY_3,662097.68,-56677.97586,-86462.47515,-143140.451,0,0,0,0,-143140.451
DURG_9,2019Q01,2001,CCY_3,10339872.73,-9833156.011,0,-9833156.011,-1352994.856,-1352994.856,0,0,-8480161.155
DURG_1,2009Q01,2004,CCY_1,75394252.98,-137612321.7,-10020480.06,-147632801.7,-106976977.7,-115377595.5,-2159511.533,-2159511.533,-32255206.23
DURG_9,2020Q04,2011,CCY_2,73534475.19,-60064807.72,-932571.3044,-60997379.03,0,0,-8018844.477,-8387139.498,-60997379.03
DURG_5,2010Q04,2004,CCY_3,8864346.877,-4935781.669,-94892.11062,-5030673.78,-28999.57461,-28999.57461,0,0,-5001674.205
DURG_6,2014Q03,2008,CCY_2,5261012.822,-3633658.252,-50563.18551,-3684221.437,-5286.17142,-5286.17142,-2443200.234,-2449864.634,-3678935.266
DURG_2,2011Q02,2006,CCY_3,1255756.182,-37515.50769,-3773.09526,-41288.60295,-37515.62499,-41288.72025,0,0,0.1173
DURG_10,2017Q04,2006,CCY_1,14975975.77,-12008835.66,-128414.4096,-12137250.07,-7613891.294,-7613891.294,0,0,-4523358.775
DURG_3,2021Q01,2018,CCY_1,34935239.92,-26794535.64,-2110140.304,-28904675.94,-17533.82805,-17533.82805,0,0,-28887142.11
DURG_8,2013Q03,2009,CCY_1,10583468.96,-10290438.04,-4897.20462,-10295335.24,-10290438.05,-10295335.25,0,0,0.01173
DURG_6,2011Q04,2009,CCY_3,11213835.6,-2488170.849,-3431765.386,-5919936.235,-18037.12716,-23670.34236,-570993.0573,-2535706.885,-5896265.893
DURG_2,2010Q02,2007,CCY_1,1671580.729,0,0,0,0,0,0,0,0
DURG_5,2018Q02,2011,CCY_1,14217015.16,-7442573.424,-38361.06474,-7480934.489,0,0,-712273.5643,-712273.5643,-7480934.489
DURG_10,2018Q02,2003,CCY_3,2239352.306,-802668.3343,-44840.79885,-847509.1331,24472.24035,-62.7555,0,0,-847446.3776
DURG_2,2003Q02,2003,CCY_3,508907.9855,0,0,0,0,0,0,0,0
DURG_5,2017Q02,2006,CCY_1,13289489.89,-5834969.605,-238050.9191,-6073020.524,0,0,0,0,-6073020.524
DURG_6,2005Q03,2004,CCY_2,6310427.513,-1411170.6,-843063.428,-2254234.028,0,0,0,0,-2254234.028
DURG_5,2001Q04,2001,CCY_3,1394772.94,-226502.5581,-88818.11721,-315320.6753,0,0,0,0,-315320.6753
DURG_8,2015Q02,2001,CCY_3,225711.7802,-3824.64861,0,-3824.64861,0,0,0,0,-3824.64861
DURG_6,2006Q01,2001,CCY_1,54266906.57,-27081595.03,-1736165.194,-28817760.22,-3382315.201,-3449592.089,-10420006.91,-10420006.91,-25368168.13
DURG_9,2005Q01,2001,CCY_2,6489942.283,-5883529.893,-548187.0283,-6431716.921,-67.89324,-67.89324,0,0,-6431649.028
DURG_3,2020Q02,2004,CCY_1,31028001.77,-25828762.91,0,-25828762.91,-859212.9166,-859212.9166,0,0,-24969549.99
DURG_1,2012Q02,2007,CCY_1,90869202.69,-74281523.18,-1866358.904,-76147882.09,-10037673.21,-10549251.54,-9284696.588,-9301587.788,-65598630.55
DURG_8,2020Q02,2007,CCY_1,10900756.01,0,0,0,0,0,0,0,0
DURG_10,2010Q03,2006,CCY_1,14908918.94,-10462493.79,-2789368.827,-13251862.62,-6246367.836,-8699217.966,0,0,-4552644.656
DURG_6,2010Q03,2002,CCY_3,24555848.08,-6775165.878,-43287.85242,-6818453.731,-734640.0585,-734640.0585,-1234168.454,-1234168.454,-6083813.672
DURG_10,2019Q02,2012,CCY_3,1210482.511,-405689.7918,-59208.86412,-464898.6559,-83.42376,-83.42376,0,0,-464815.2322
DURG_9,2005Q02,2002,CCY_1,7684965.616,-4147197.358,-154333.0293,-4301530.388,-80440.62159,-108141.6852,0,0,-4193388.702
DURG_7,2009Q03,2006,CCY_2,3716293.157,-2314909.424,-64013.75364,-2378923.178,0,0,0,0,-2378923.178
DURG_6,2014Q02,2014,CCY_2,2958817.85,-3375.47172,-4261.89609,-7637.36781,0,0,0,0,-7637.36781
DURG_10,2013Q04,2003,CCY_3,2239352.306,-802668.3343,-79660.78773,-882329.122,24472.21689,1003.9707,0,0,-883333.0927
DURG_2,2010Q04,2008,CCY_1,3806259.712,-945488.5798,-69225.08766,-1014713.667,-809239.9964,-831314.9415,0,0,-183398.726
DURG_3,2000Q04,2000,CCY_1,2591559.362,-2135862.54,-864911.9957,-3000774.535,0,0,0,0,-3000774.535
DURG_4,2012Q01,2003,CCY_2,3257037.241,-290260.762,0,-290260.762,0,0,0,0,-290260.762
DURG_6,2014Q03,2012,CCY_2,5186247.339,-1528136.917,-463190.3222,-1991327.239,-238762.7893,-418712.6959,0,0,-1572614.543
DURG_6,2001Q01,2001,CCY_1,1160951.19,0,0,0,0,0,0,0,0
DURG_7,2009Q04,2006,CCY_2,3701610.505,-2341755.101,-46725.43449,-2388480.535,0,0,0,0,-2388480.535
DURG_2,2013Q03,2007,CCY_1,1671580.729,0,0,0,0,0,0,0,0
DURG_9,2017Q04,2003,CCY_2,32069965.33,-16898142.18,-29696.43045,-16927838.61,0,0,0,0,-16927838.61
DURG_7,2021Q01,2006,CCY_2,3657832.667,-2357594.941,0,-2357594.941,0,0,0,0,-2357594.941
DURG_4,2011Q04,2010,CCY_2,6960632.31,-2321676.015,-1222942.34,-3544618.355,0,0,0,0,-3544618.355
DURG_3,2002Q04,2001,CCY_1,9740162.682,-5791777.305,-615321.8534,-6407099.158,-188176.4253,-188176.4253,0,0,-6218922.733
DURG_7,2013Q01,2003,CCY_2,4085542.965,-2291195.024,-4987.37313,-2296182.397,0,0,0,0,-2296182.397
DURG_3,2016Q02,2015,CCY_1,7368554.637,-2304020.242,-1091996.35,-3396016.592,0,0,0,0,-3396016.592
DURG_9,2016Q02,2013,CCY_2,75565558.11,-49008487.84,-6135926.496,-55144414.33,-1207692.742,-1207693.117,-1770365.898,-2612747.578,-53936721.22
DURG_1,2018Q02,2012,CCY_1,85089567.31,-85910309.4,-1063757.478,-86974066.88,-29654213.79,-29802958.88,-7536895.856,-7536895.856,-57171107.99
DURG_8,2018Q02,2017,CCY_3,212101.2031,0,0,0,0,0,0,0,0
DURG_4,2014Q01,2011,CCY_2,6644785.169,-4348436.452,-414071.8739,-4762508.326,-2265032.572,-2551615.217,0,0,-2210893.109
DURG_8,2017Q03,2013,CCY_1,14055084.62,-55230.57597,0,-55230.57597,0,0,0,0,-55230.57597
DURG_4,2005Q03,2005,CCY_2,4536631.012,0,-77449.9056,-77449.9056,0,0,0,0,-77449.9056
DURG_10,2016Q01,2007,CCY_2,744252.078,-1246239.95,-27858.75,-1274098.7,0,0,0,0,-1274098.7
DURG_8,2016Q01,2014,CCY_1,11079813.79,-260358.6343,-16011.3327,-276369.967,0,0,0,0,-276369.967
DURG_2,2016Q03,2011,CCY_3,3141835.117,-8581668.082,-1583063.334,-10164731.42,-8282113.958,-9854137.45,0,0,-310593.9663
DURG_8,2018Q04,2013,CCY_3,217820.1412,-2150.47263,0,-2150.47263,0,0,0,0,-2150.47263
DURG_2,2012Q04,2012,CCY_3,1297086.122,0,0,0,0,0,0,0,0
DURG_8,2017Q01,2015,CCY_3,239136.8473,-21.43071,0,-21.43071,0,0,0,0,-21.43071
DURG_10,2019Q01,2000,CCY_3,1210401.68,-789110.2138,0,-789110.2138,0,0,0,0,-789110.2138
DURG_7,2003Q04,2001,CCY_2,1167777.218,-1199787.566,-98321.49342,-1298109.06,0,0,0,0,-1298109.06
DURG_6,2016Q04,2006,CCY_3,20529245.55,-16602030.57,-107329.2537,-16709359.83,-119759.0772,-175760.8303,-7979209.757,-7979209.757,-16533599
DURG_10,2015Q01,2003,CCY_1,8748532.399,-2140956.679,-22786.14669,-2163742.826,-208703.1277,-208703.1277,0,0,-1955039.698
DURG_8,2012Q04,2009,CCY_3,805198.1668,0,0,0,0,0,0,0,0
DURG_9,2016Q04,2012,CCY_1,19979018.84,-6346778.02,-275357.7501,-6622135.77,-1892171.262,-1892171.262,0,0,-4729964.509
DURG_1,2019Q04,2013,CCY_1,86550166.99,-52222370.6,-77450.76189,-52299821.36,-1798857.235,-1821376.489,0,0,-50478444.87
DURG_9,2015Q01,2012,CCY_1,20030177.09,-5874019.983,-632646.1133,-6506666.096,-1891225.308,-1895041.534,0,0,-4611624.562
DURG_6,2010Q03,2010,CCY_3,5872646.388,-36731.88504,-114333.917,-151065.8021,0,0,0,0,-151065.8021
DURG_9,2013Q04,2008,CCY_3,30459142.93,-35932036.53,-1539383.887,-37471420.41,-3939612.862,-3942028.444,-5235888.628,-5235888.628,-33529391.97
DURG_2,2013Q04,2001,CCY_3,403746.3654,-142353.7551,0,-142353.7551,-142353.7786,-142353.7786,0,0,0.02346
DURG_7,2013Q02,2005,CCY_1,27208634.57,-33796642.19,-50913.29082,-33847555.48,-22161008.03,-22162372.84,0,0,-11685182.64
DURG_9,2019Q03,2017,CCY_2,86177389.31,-58830676.3,-12001582.79,-70832259.09,0,0,0,0,-70832259.09
DURG_4,2009Q04,2002,CCY_2,2403299.337,0,0,0,0,0,0,0,0
DURG_10,2010Q01,2010,CCY_3,230118.0374,0,0,0,0,0,0,0,0
DURG_7,2009Q02,2005,CCY_1,27212599.03,-33441182.23,-703212.022,-34144394.25,-22059135.28,-22197446.12,0,0,-11946948.13
DURG_6,2021Q01,2013,CCY_2,6054850.812,-2198752.149,-4543.2636,-2203295.412,0,0,0,0,-2203295.412
DURG_6,2021Q01,2020,CCY_3,16375673.54,-77643.89634,-4109940.169,-4187584.065,0,0,-18703.39116,-2564590.415,-4187584.065
DURG_2,2012Q03,2010,CCY_3,2379560.644,-481706.1389,-3197153.574,-3678859.713,-481706.4204,-3678859.994,0,0,0.28152
DURG_6,2010Q02,2001,CCY_3,13947264.43,-8415645.768,-138810.3567,-8554456.124,-397132.9562,-397132.9562,0,0,-8157323.168
DURG_10,2012Q03,2007,CCY_3,1819840.281,-592974.1037,-86679.72648,-679653.8302,-24610.30245,-24610.30245,0,0,-655043.5277
DURG_5,2020Q01,2014,CCY_1,15373153.59,-7569896.744,-763622.0851,-8333518.829,0,0,-219619.1009,-472405.2342,-8333518.829
DURG_8,2020Q01,2004,CCY_1,8936388.995,-168.80643,0,-168.80643,0,0,0,0,-168.80643
DURG_8,2011Q02,2003,CCY_3,548279.8243,-38.75592,0,-38.75592,0,0,0,0,-38.75592
DURG_1,2015Q03,2008,CCY_1,89545817.33,-78140496.17,-457550.198,-78598046.36,-12292120.94,-12303856.5,-10913139.01,-10913139.01,-66294189.86
DURG_3,2011Q03,2007,CCY_1,29137113.36,-24345099.68,-1604560.307,-25949659.98,-2528.49534,-2529.32817,0,0,-25947130.66
DURG_8,2014Q01,2006,CCY_1,10544534.96,0,0,0,0,0,0,0,0
DURG_8,2015Q03,2010,CCY_3,459156.8444,0,0,0,0,0,0,0,0
DURG_10,2016Q04,2001,CCY_1,5169293.055,-4491918.364,0,-4491918.364,-2868922.121,-2868922.121,0,0,-1622996.242
DURG_6,2020Q02,2003,CCY_3,32636957.31,-9237246.756,-3441.73449,-9240688.49,-1998243.963,-1998243.963,-1135015.152,-1135015.152,-7242444.528
DURG_3,2018Q01,2004,CCY_1,31045230.04,-25828762.91,0,-25828762.91,-859212.9166,-859212.9166,0,0,-24969549.99
DURG_9,2016Q03,2003,CCY_2,32069965.33,-16861549.02,-29696.81754,-16891245.84,0,0,0,0,-16891245.84
DURG_7,2019Q02,2012,CCY_2,15385927.35,-14590312.5,-27881.42409,-14618193.92,0,0,0,0,-14618193.92
DURG_8,2005Q01,2002,CCY_1,8485011.568,0,0,0,0,0,0,0,0
DURG_10,2017Q01,2010,CCY_3,1391674.285,-780836.6812,-59369.11938,-840205.8005,0,0,0,0,-840205.8005
DURG_10,2015Q02,2004,CCY_1,9598445.502,-11014137.34,0,-11014137.34,-6321626.836,-6321626.836,0,0,-4692510.501
DURG_7,2019Q01,2004,CCY_2,3859810.505,-3358807.284,0,-3358807.284,0,0,0,0,-3358807.284
DURG_7,2015Q01,2015,CCY_2,86488.14039,-1924.893,-10039.707,-11964.6,0,0,0,0,-11964.6
DURG_5,2018Q04,2013,CCY_3,18380953.44,-15184033.69,-916486.9641,-16100520.65,0,0,-211093.5492,-643735.1743,-16100520.65
DURG_8,2019Q01,2001,CCY_1,13679412.61,-2179424.018,0,-2179424.018,-2179424.053,-2179424.053,0,0,0.03519
DURG_10,2015Q04,2005,CCY_3,2232202.906,-942766.8796,-8640.40011,-951407.2797,0,0,0,0,-951407.2797
DURG_10,2014Q02,2006,CCY_2,743104.5908,-60478.9416,-586.5,-61065.4416,0,0,0,0,-61065.4416
DURG_8,2013Q02,2013,CCY_1,8324192.999,0,0,0,0,0,0,0,0
DURG_6,2010Q04,2006,CCY_1,113365999.4,-78213033.84,-2879115.902,-81092149.74,-4154576.302,-4154576.302,-34673656.43,-34727282.98,-76937573.44
DURG_9,2019Q03,2018,CCY_2,88790862.16,-35536463.54,-29667075.76,-65203539.31,0,0,-2135485.244,-3430257.131,-65203539.31
DURG_3,2012Q01,2005,CCY_1,32487830.63,-26470964.3,-237049.8809,-26708014.19,-698583.974,-698810.0463,0,0,-26009204.14
DURG_2,2011Q02,2001,CCY_3,403746.3654,-142353.7551,0,-142353.7551,-142353.7786,-142353.7786,0,0,0.02346
DURG_10,2013Q03,2006,CCY_3,2700098.718,-1898216.47,-138203.7632,-2036420.233,-110940.8503,-238059.3295,0,0,-1798360.904
DURG_2,2010Q02,2006,CCY_3,1255530.11,-36611.18334,-4760.93721,-41372.12055,-36611.28891,-41372.22612,0,0,0.10557
DURG_2,2012Q03,2004,CCY_3,1104192.043,-610429.9625,-2766.48531,-613196.4478,-610430.0798,-613196.5651,0,0,0.1173
DURG_2,2012Q03,2007,CCY_3,856349.1661,0,0,0,0,0,0,0,0
DURG_8,2013Q01,2002,CCY_1,8475699.157,0,0,0,0,0,0,0,0
DURG_10,2012Q03,2009,CCY_3,1301393.765,-717508.6281,-76346.75775,-793855.3859,0,0,0,0,-793855.3859
DURG_7,2018Q02,2006,CCY_1,28770264.38,-12884157.6,-234.6,-12884392.2,-893797.5548,-893797.5548,0,0,-11990594.64
DURG_3,2014Q04,2007,CCY_1,28901617.71,-25226842.6,-592621.1715,-25819463.78,-2528.49534,-2528.49534,0,0,-25816935.28
DURG_4,2007Q03,2000,CCY_1,18277509.23,-1791008.903,-47108.9703,-1838117.873,-1599631.76,-1599631.76,0,0,-238486.1138
DURG_5,2016Q03,2007,CCY_3,10061356.25,-7736326.078,-100185.4022,-7836511.48,0,0,-1173248.312,-1173248.312,-7836511.48
DURG_9,2019Q01,2006,CCY_2,42311867.63,-31105483.14,-22429.19106,-31127912.33,0,0,-2147881.004,-2147881.004,-31127912.33
DURG_9,2019Q01,2002,CCY_1,7678330.882,-4193660.076,0,-4193660.076,-80837.15424,-80837.15424,0,0,-4112822.922
DURG_8,2018Q01,2002,CCY_3,153539.3423,0,0,0,0,0,0,0,0
DURG_2,2008Q02,2004,CCY_1,1844306.27,-4117067.856,-201431.5834,-4318499.44,-4108239.201,-4243258.141,0,0,-75241.29909
DURG_2,2015Q04,2001,CCY_3,403746.3654,-142353.7551,0,-142353.7551,-142353.7786,-142353.7786,0,0,0.02346
DURG_4,2012Q02,2008,CCY_2,5455380.318,0,0,0,0,0,0,0,0
DURG_10,2020Q02,2004,CCY_3,1948525.431,-1250543.206,0,-1250543.206,-106868.077,-106868.077,0,0,-1143675.129
DURG_9,2019Q01,2015,CCY_2,75388230.55,-58851951.18,-5267298.366,-64119249.54,-10213512.22,-11220126.83,0,0,-52899122.71
DURG_9,2018Q03,2016,CCY_1,17897018.22,-17111891.01,-2481620.735,-19593511.75,-10723366.52,-11897776.61,-1481521.393,-2040423.846,-7695735.14
DURG_4,2017Q01,2006,CCY_2,4950277.075,0,0,0,0,0,0,0,0
DURG_10,2017Q01,2001,CCY_2,331052.7754,-214508.0701,0,-214508.0701,0,0,0,0,-214508.0701
DURG_5,2018Q04,2010,CCY_1,13533667.44,-5383668.916,-50209.84272,-5433878.759,0,0,-664968.9024,-664968.9024,-5433878.759
DURG_6,2012Q02,2009,CCY_1,66791557.9,-37383158.87,-5767974.484,-43151133.36,-14290697.66,-15068163.58,-1519559.366,-2154472.619,-28082969.78
DURG_10,2016Q04,2011,CCY_3,1264427.573,-379417.8058,-15164.16864,-394581.9745,-1837.05876,-1837.05876,0,0,-392744.9157
DURG_5,2013Q04,2002,CCY_1,6973670.264,-1775934.094,-28976.8536,-1804910.947,0,0,0,0,-1804910.947
DURG_4,2010Q04,2006,CCY_1,88235953.72,-2579907.379,-19275.66267,-2599183.041,-351759.7561,-358804.2545,0,0,-2240378.787
DURG_2,2010Q04,2003,CCY_1,517816.8735,0,0,0,0,0,0,0,0
DURG_1,2019Q01,2000,CCY_1,11997047.41,-10474502.22,0,-10474502.22,-1502133.231,-1502133.231,0,0,-8972368.987
DURG_10,2019Q03,2005,CCY_3,2232796.233,-945390.646,-8975.45583,-954366.1018,0,0,0,0,-954366.1018
DURG_6,2010Q04,2011,CCY_3,0,0,0,0,0,0,0,0,0
DURG_9,2013Q02,2010,CCY_2,77391901.58,-57696223.13,-8553890.445,-66250113.58,-4469.43498,-5959.23882,-1304746.41,-1753356.448,-66244154.34
DURG_6,2010Q01,2004,CCY_1,70006010.39,-52135904.56,-438642.7987,-52574547.35,-24152039.38,-24188004.44,-6986827.828,-6986827.828,-28386542.91
DURG_7,2009Q02,2003,CCY_1,24874447.38,-26183073.24,-360312.7912,-26543386.03,-12774008.43,-12934361.01,0,0,-13609025.02
DURG_7,2017Q04,2008,CCY_1,25895103.53,-21515213.12,-935.36193,-21516148.48,-6641322.262,-6641323.317,0,0,-14874825.16
DURG_8,2011Q02,2008,CCY_3,586755.2331,0,0,0,0,0,0,0,0
DURG_6,2011Q04,2010,CCY_3,12072327.29,-3390833.469,-4647969.122,-8038802.591,-10046.95614,-2012389.346,-1721822.783,-1728176.665,-6026413.246
DURG_2,2018Q02,2014,CCY_1,1442466.674,0,0,0,0,0,0,0,0
DURG_5,2011Q01,2006,CCY_1,13316722.46,-5756797.143,-297486.5945,-6054283.737,0,0,0,0,-6054283.737
DURG_6,2020Q01,2009,CCY_1,66608624.5,-42809902.74,-146625.1173,-42956527.86,-15139960.9,-15139960.9,-2540231.487,-2540231.487,-27816566.96
DURG_1,2018Q02,2015,CCY_1,90067274.41,-64357649.56,-11050092.13,-75407741.69,-4781112.353,-5241553.174,-5594104.025,-12112935.1,-70166188.52
DURG_8,2020Q01,2017,CCY_3,247311.2849,-83.48241,0,-83.48241,0,0,0,0,-83.48241
DURG_5,2003Q02,2003,CCY_1,1886616.778,-131850.3377,-199628.354,-331478.6917,0,-196373.3963,0,0,-135105.2954
DURG_3,2011Q03,2008,CCY_1,19533424.22,-14267622.59,-528416.8757,-14796039.47,-42951.52986,-42951.52986,0,0,-14753087.94
DURG_4,2017Q03,2010,CCY_1,98185931.87,-11900430.57,-223.59726,-11900654.16,-4266300.47,-4266300.47,0,0,-7634353.693
DURG_5,2004Q01,2000,CCY_3,3585370.85,-2838791.528,-339221.2893,-3178012.818,0,0,0,0,-3178012.818
DURG_5,2016Q01,2007,CCY_1,13172801.13,-6514323.604,-194884.695,-6709208.299,0,0,-473315.2124,-506388.5339,-6709208.299
DURG_9,2007Q01,2005,CCY_3,32118440.16,-19122809.81,-8037708.159,-27160517.97,-42442.33056,-79374.11826,-1146892.562,-1146892.562,-27081143.85
DURG_9,2017Q03,2009,CCY_2,60680832.03,-46056547.77,-327942.9882,-46384490.76,0,0,-4462615.698,-4462615.698,-46384490.76
DURG_7,2017Q03,2012,CCY_2,15386217.52,-14513608.38,-116275.9593,-14629884.34,0,0,0,0,-14629884.34
DURG_2,2019Q02,2004,CCY_3,1103633.425,-607474.2019,0,-607474.2019,-607474.3074,-607474.3074,0,0,0.10557
DURG_6,2015Q02,2007,CCY_3,14971431.07,-6682027.086,-582959.5458,-7264986.632,-853791.1346,-853791.7446,0,0,-6411194.887
DURG_6,2020Q04,2010,CCY_2,4287364.184,-248086.6731,0,-248086.6731,0,0,0,0,-248086.6731
DURG_7,2007Q04,2000,CCY_1,4225297.024,-3043622.712,-32394.54159,-3076017.254,-20408.71029,-20408.71029,0,0,-3055608.544
